QKEY	F_RACETHN_RECRUITMENT	THERMO2_THERMTRUMP_W23	VALIDATED_VOTER_2016_W23	COMPORT_W23	WEIGHT_W23
634758	1	2	1	1	0.1234011
634778	1	75	1	1	0.1241427
634838	2	50	0	2	8.3768405
634854	1	0	1	1	3.3624108
635065	1	10	NA	NA	3.7315591
635131	1	90	1	1	0.1185704
635133	1	60	0	2	0.7271497
635481	1	100	1	1	8.3768405
635489	1	0	1	1	0.2698513
635649	1	20	1	1	0.1689804
635663	2	0	1	1	0.2962504
635736	2	0	1	1	8.3402092
635903	2	0	1	1	0.1142536
635959	1	10	1	1	0.4592558
636061	1	50	1	1	0.545423
636188	1	0	1	1	0.4412548
636198	3	35	0	2	4.3105064
636473	2	1	0	3	1.1992726
636584	2	0	0	2	0.9537159
636968	4	5	0	2	4.376163
637024	2	20	1	1	1.2030314
637156	1	100	NA	NA	1.3203655
637228	1	30	1	1	0.0662128
637234	4	0	1	1	0.2812268
637339	1	3	1	1	2.2317988
637384	1	0	1	1	0.3466716
637526	1	50	0	3	0.1302189
637566	1	0	0	3	2.6162139
637656	1	0	1	1	0.0725623
637694	1	0	1	1	0.7127908
637703	1	90	0	2	4.9649723
637832	1	87	1	1	0.2286505
638075	1	0	1	1	1.4543632
638201	2	50	1	4	5.0967318
638376	1	0	1	1	0.5644117
638677	1	30	1	1	0.1806679
638767	1	20	1	1	0.2683367
639116	4	70	1	1	0.6870897
639274	1	50	1	1	1.9216488
639392	3	15	1	1	0.74710240000000006
639440	2	50	1	1	1.3425183
639484	1	70	1	1	0.2909234
639638	1	0	1	1	0.1314848
639687	3	5	0	3	4.0122327
640059	1	65	1	1	0.1973126
640394	1	50	0	2	0.1468497
640648	4	100	1	1	0.2502362
640959	3	100	1	1	1.3238164
641038	1	0	1	1	0.2465953
641572	1	90	1	1	0.5970756
641779	1	0	NA	NA	0.277779
642135	1	85	1	1	0.5986269
642208	1	100	1	1	1.0243148
642225	1	0	1	1	0.2885077
642247	1	0	1	1	0.0938596
642268	1	90	1	1	0.2269914
642484	1	0	1	1	0.1001379
642576	1	60	1	1	1.4636647
642590	1	20	1	1	0.4830393
642595	4	0	0	2	2.9019487
642663	1	80	1	1	0.70487
642813	1	75	1	1	0.6035281
642888	1	50	NA	NA	0.5951098
643027	2	50	1	1	2.6633618
643037	1	0	1	1	0.5325466
643172	4	0	1	1	0.9831656
643431	1	90	1	1	0.1339484
643728	1	0	0	3	0.1970298
643828	1	5	1	1	0.3656774
643848	1	90	1	1	0.1808183
643941	9	27	1	1	0.1417766
643950	1	75	1	1	0.7127423
644372	1	0	1	1	0.0745339
644461	1	0	1	1	0.6324386
644484	1	40	1	1	1.3385298
644598	1	999	1	1	2.9634343
644602	1	80	1	1	0.3078641
644610	1	55	0	2	1.7817182
644744	1	100	1	1	0.1709472
644779	1	50	1	1	1.9629311
644801	4	0	1	1	0.1983583
644809	2	0	1	1	0.1089962
644876	1	0	1	1	0.2594229
645020	1	25	0	2	0.53831
645149	1	50	1	1	0.245502
645211	2	40	1	1	0.1889334
645221	4	25	0	2	0.0832572
645361	4	0	1	1	5.2976606
645489	2	0	0	2	8.3768405
645534	1	0	1	1	0.2468898
645663	1	100	NA	NA	0.783006
645732	1	70	1	1	0.8017434
645900	1	5	1	1	0.1384704
645909	1	100	0	2	1.0455461
645972	1	5	1	1	0.7945835
646079	1	10	NA	NA	1.4320037
646163	1	25	1	1	1.3519572
646386	1	100	1	1	1.6491467
646538	1	60	1	4	2.6300318
646542	1	95	1	1	0.7343407
646764	3	0	1	1	0.416098
646801	1	20	1	1	3.216332
646823	1	30	1	1	0.1816372
646902	1	30	1	1	3.1972998
647050	1	50	0	2	8.3768405
647213	2	20	NA	NA	3.3640395
647486	4	70	0	2	1.9534764
647661	1	0	1	1	0.0830858
647728	1	20	1	1	0.2168764
647803	1	60	1	1	0.1403506
647894	1	100	0	2	3.6177975
648143	1	80	0	2	3.1555891
648206	1	85	0	3	1.735436
648227	1	93	1	1	0.4936244
648575	4	32	NA	NA	1.1612211
648758	1	65	1	4	0.1687766
648860	1	0	0	3	0.437586
648896	1	0	1	1	0.1122463
649014	3	0	1	1	0.7608075
649027	1	0	1	1	1.7624932
649038	1	30	1	1	0.1841089
649120	9	0	1	1	0.6443011
649196	2	0	1	1	0.317698
649236	2	30	1	1	0.2218935
649301	2	2	1	1	0.3923181
649413	3	0	1	1	0.5100003
649446	1	60	1	1	0.1359706
649565	1	50	1	1	3.2191807
649614	1	50	1	1	1.398965
649640	1	30	1	1	0.2269914
649847	2	10	1	1	0.3256155
649944	2	0	1	1	1.3184713
649965	1	0	1	1	2.6896189
650035	1	90	1	1	0.6595897
650165	1	0	1	1	0.3419507
650249	1	75	1	1	0.1941871
650452	1	40	1	1	0.5885511
650571	3	10	NA	NA	2.2911321
650588	4	40	1	1	4.1749042
650620	4	0	1	1	0.6392162
650775	1	20	1	1	0.1402647
650786	1	0	NA	NA	0.1218315
650852	1	100	1	1	1.0664329
650881	3	0	NA	NA	8.3768405
651047	1	85	1	1	2.5894931
651102	3	58	0	2	3.4651122
651143	1	75	1	1	0.3421088
651163	1	82	1	1	0.9341899
651204	3	0	1	1	2.2838663
651351	1	35	0	2	2.3368237
651381	1	10	1	1	0.5437157
651396	3	0	0	2	0.8684741
651421	1	8	1	1	3.5668533
651437	1	80	1	1	0.966594
651541	1	80	0	3	1.8903962
651562	1	100	1	1	0.6917516
651578	1	90	1	1	0.2665714
651585	1	0	1	1	0.1560906
651651	1	48	0	2	0.3536086
651672	3	0	1	1	4.0222564
651697	3	30	1	1	0.9577016
651945	1	55	0	2	0.1975492
652059	1	10	1	1	0.6196315
652173	1	20	1	1	0.2519995
652222	1	30	1	1	0.3365684
652334	1	50	1	1	1.0333956
652624	1	5	1	1	0.3486297
652636	1	10	1	1	0.3474614
652882	1	50	0	2	0.7896036
652967	1	30	1	1	0.2203263
653158	1	2	1	1	0.453307
653207	1	0	1	1	2.7165626
653320	3	75	0	2	1.0776473
653379	1	0	1	1	0.3727285
653382	3	60	1	1	4.3945923
653393	1	60	1	1	0.7950347
653394	3	5	1	1	6.0237518
653477	1	75	1	1	2.4615157
653635	1	75	1	1	0.404317
653764	1	75	1	1	0.1209552
653869	1	65	1	1	0.8276502
653904	1	85	1	1	0.7948749
653961	1	75	1	1	0.1412405
653972	3	1	1	1	0.5128264
654114	1	60	1	1	0.2707837
654117	1	60	1	1	1.1400079
654339	3	50	1	1	0.3945948
654498	1	0	1	1	0.8959086
654956	1	70	NA	NA	0.7201604
654983	1	0	1	1	2.0066106
655049	1	5	1	1	0.7053571
655053	1	30	1	1	0.2346016
655082	1	50	1	1	0.6664201
655088	1	80	1	1	1.0284205
655160	1	100	1	1	0.3316186
655262	1	100	1	1	0.1294704
655306	1	85	0	3	0.2643548
655331	1	1	1	4	0.4536175
655386	1	100	1	1	0.5142579
655602	1	50	1	1	0.062755
655741	1	10	1	1	0.323981
655794	4	0	1	1	0.5604166
655814	1	50	1	1	0.0905177
655988	4	10	1	1	0.3791077
655992	1	95	1	1	0.0967867
656107	1	10	1	1	0.1971467
656308	1	0	1	1	0.6683794
656310	1	70	1	1	0.509836
656538	1	70	1	1	0.3518218
656695	1	90	1	1	0.3764966
656774	1	70	1	1	0.355308
656829	1	20	0	3	0.3737325
656833	1	50	1	1	0.5947345
656835	1	85	1	1	0.1829009
656857	2	0	1	1	0.8310468
656890	1	60	NA	NA	1.4657094
656906	1	0	1	1	0.1409273
656909	1	10	1	1	1.3665069
656995	3	50	0	3	1.4584747
657003	1	10	1	1	0.7988726
657074	1	70	0	2	1.627632
657176	1	0	1	1	0.3664335
657234	1	20	0	3	1.4206176
657267	2	40	1	1	0.1675763
657458	1	0	1	1	0.1882395
657669	2	20	1	1	0.6478385
657694	1	10	1	1	0.126855
657763	1	10	1	1	0.4460838
657776	1	30	1	1	0.1219249
657786	1	100	0	3	0.7417492
657883	1	1	0	2	7.0472668
657922	2	0	0	2	1.1853258
658225	3	50	NA	NA	8.3768405
658382	3	80	0	3	0.8109574
658476	4	0	0	2	3.546365
658512	1	9	1	1	0.524425
658634	1	15	1	1	0.2318708
658641	1	10	1	1	0.773064
658651	1	5	0	3	1.3277701
658727	1	0	1	1	1.071162
658759	1	55	1	1	1.1292114
659049	1	35	1	1	1.397843
659057	1	95	1	1	0.1452394
659101	1	15	1	1	0.2389804
659269	1	20	1	1	3.7694643
659273	1	5	1	1	0.0897789
659397	3	40	0	3	0.8928605
659421	1	25	1	1	2.0276243
659497	1	100	1	1	0.4056285
659504	1	90	1	1	3.4177559
659513	1	100	1	1	0.4717677
659563	3	0	1	1	0.7133902
659651	1	75	1	1	0.182635
659675	1	10	1	4	0.062755
659735	1	30	1	1	0.7403682
659809	3	0	NA	NA	5.2337835
659832	1	0	1	1	0.0982167
660014	1	80	1	1	0.5540409
660037	1	80	0	2	1.4947491
660113	1	0	0	2	1.4416593
660177	1	12	0	3	1.3272168
660390	1	80	1	1	0.2076179
660489	1	100	1	1	0.2897712
660532	1	50	1	1	0.1346602
660615	2	2	1	1	0.590127
660646	1	50	1	1	0.0988838
660724	3	50	0	3	3.0639528
661058	1	50	0	2	4.0482554
661080	1	50	1	1	0.0729293
661138	2	0	1	1	0.1589833
661214	1	0	1	1	0.2432323
661239	1	100	1	1	0.4560509
661439	1	50	1	1	0.4451777
661671	1	100	1	1	0.604016
661771	1	0	1	1	0.266342
661792	3	100	1	1	0.2355454
661805	1	5	1	1	0.0991386
661819	1	0	1	1	0.4223781
661824	1	15	0	3	0.2169079
661903	1	10	1	1	0.1220891
661983	1	5	1	1	1.5435206
662031	1	5	0	3	0.062755
662041	1	20	1	1	2.4487591
662108	2	5	0	3	0.18522
662121	1	20	1	1	0.3666252
662141	1	90	1	1	0.5052349
662218	1	75	1	1	0.8734558
662219	3	0	0	3	3.4267181
662256	1	0	1	1	0.14288
662351	2	15	NA	NA	1.0223619
662402	1	0	1	1	0.9111843
662436	1	50	1	1	0.3252247
662536	1	0	1	1	0.1437959
662762	1	0	NA	NA	0.6850126
662810	3	75	1	1	2.0949252
662836	1	10	1	1	1.1198814
662862	1	0	1	1	0.8097898
662893	3	0	1	1	0.386711
663239	1	0	1	1	1.5908999
663414	1	100	1	1	1.4960314
663701	1	0	1	1	0.2258165
663739	1	81	1	1	0.3742501
663767	1	0	1	1	0.3372701
663768	1	20	0	2	0.8644022
663796	3	40	1	1	1.5468431
663910	4	30	1	1	0.2089342
664031	1	10	1	1	1.7234165
664057	1	50	1	1	0.4514684
664079	1	55	0	2	2.1872443
664090	1	40	1	1	0.2606082
664150	3	10	1	4	0.8661293
664380	1	10	1	1	0.1432637
664419	3	0	1	1	0.5492139
664445	4	10	0	2	6.9905578
664528	1	3	1	1	0.0918483
664715	1	0	1	1	1.2280389
664736	1	80	1	1	0.0883039
664790	4	51	0	2	4.549584
664850	1	40	1	1	0.6183076
664853	1	100	1	1	5.2621801
664892	1	1	0	2	0.6210377
664925	2	50	0	2	0.7230861
664996	1	999	1	1	0.5862086
665284	1	20	0	3	0.3721231
665303	1	999	1	1	1.091594
665309	1	50	1	1	0.186287
665363	3	0	1	1	0.4088244
665456	1	0	1	1	0.5914955
665493	1	0	1	1	0.126205
665516	1	80	1	1	0.6923395
665535	3	30	0	3	1.7375547
665662	1	0	1	1	0.2890487
665734	1	5	1	1	0.1373854
665764	3	30	NA	NA	2.9257615
665800	4	0	1	1	1.4346092
665835	1	5	0	2	0.5888221
665856	1	0	1	1	0.4643676
665861	1	100	1	1	0.5671496
665914	1	0	1	1	1.4716784
665982	3	0	0	2	2.3796317
665999	1	0	1	1	0.3822944
666052	1	75	1	1	0.3173319
666113	1	88	1	1	0.3737397
666122	1	0	1	1	0.2304787
666190	1	100	1	1	0.550205
666213	1	0	1	1	0.3471615
666431	1	80	1	1	0.062755
666547	1	70	1	1	5.6057395
666560	3	50	0	2	3.9632642
666643	1	90	0	2	2.2731726
666898	4	0	0	3	0.6176253
666952	1	80	1	1	0.2733717
667027	2	0	0	2	1.9767882
667115	1	100	1	1	0.3444183
667158	9	999	1	1	1.2904195
667435	1	100	1	1	0.0684193
667483	1	90	1	1	4.5252785
667584	1	85	1	1	0.3731151
667611	1	100	1	1	0.2985687
667621	1	0	0	3	0.3031237
667789	1	10	1	1	1.1980517
667828	9	0	0	2	2.1828347
667838	4	100	0	3	3.3765558
667940	1	90	1	1	0.1357136
667954	1	80	0	3	3.182921
668003	1	100	1	1	0.8905785
668019	1	0	NA	NA	2.3637927
668132	1	0	0	3	2.4728058
668249	1	25	0	3	3.5101755
668496	1	90	0	2	3.2212347
668643	1	85	0	3	0.0849713
668723	1	60	1	1	0.316854
669003	2	0	1	1	0.275953
669112	1	2	NA	NA	1.6675701
669139	1	70	1	1	0.0946716
669330	1	75	1	1	0.2000946
669457	1	60	1	1	0.200355
669663	1	100	1	1	0.495321
669732	2	0	0	2	0.8253416
669761	1	65	0	2	0.5284436
669822	2	10	1	1	0.2429343
669967	1	85	1	1	2.4461726
669995	1	5	0	3	0.1281276
670275	1	70	1	1	0.4419473
670311	4	50	1	1	4.1219628
670395	1	25	1	1	0.1542386
670667	1	30	0	3	0.9452509
670803	2	20	1	1	0.2095599
670964	3	0	1	1	0.5397276
671013	1	10	1	1	0.6837567
671060	1	25	0	3	3.2087411
671213	1	0	0	3	0.9554195
671357	1	0	1	1	0.3414211
671370	3	0	1	1	5.9448477
671577	1	0	1	1	1.5900676
671584	1	0	1	1	0.3419507
671590	1	50	1	1	0.3788807
671621	2	0	1	1	0.9941485
671622	2	0	1	1	0.4390614
671769	1	50	1	1	0.9342006
671791	1	0	1	1	0.062755
671826	1	10	NA	NA	1.5891669
671848	2	50	1	1	0.5769528
671949	4	100	NA	NA	0.8729444
672012	1	13	1	1	0.2238902
672074	1	50	1	1	0.3352963
672243	1	20	1	1	0.481122
672507	1	60	0	2	0.7756652
672514	1	10	1	1	0.2994888
672516	1	30	1	1	5.8643815
672559	1	60	0	3	0.3170991
672563	1	55	1	1	0.9132454
672633	1	100	1	1	3.248761
672767	1	20	1	1	0.513214
672902	1	25	1	1	8.3768405
672921	1	80	1	1	0.7090933
672934	4	0	0	2	0.6733066
672970	1	0	1	1	0.062755
672976	1	0	0	2	1.2270467
673054	1	50	1	1	2.0925387
673061	1	50	1	1	0.062755
673063	1	0	0	2	4.5793072
673096	2	0	1	1	0.4269443
673184	3	75	1	1	4.145895
673327	1	100	NA	NA	0.2540798
673353	1	100	1	1	0.4568355
673466	1	95	1	1	0.2894085
673492	3	0	1	1	8.3768405
673537	1	4	0	2	0.5196972
673589	1	100	1	1	0.2017346
673600	1	0	1	1	0.1185701
673644	4	80	0	2	1.0485837
673692	4	40	0	3	0.5097454
673801	2	10	1	1	1.5944132
673810	1	40	1	1	0.1021099
673888	1	30	1	1	0.8966234
673927	1	20	1	1	0.5389939
674011	4	80	1	1	0.2565465
674111	1	0	1	1	1.7983237
674200	1	75	1	1	0.6346014
674251	1	0	0	3	0.34530690000000003
674254	1	2	1	1	1.1121434
674255	2	0	1	1	0.1440077
674284	1	75	0	3	0.2517615
674662	1	88	1	1	1.1473002
674682	2	0	0	2	2.2472458
674776	1	50	0	3	0.7449027
674819	1	80	0	3	0.7456032
674960	4	10	1	1	0.9050064
674977	1	0	1	1	0.0831678
675008	1	0	1	1	0.9091793
675077	1	0	NA	NA	0.138203
675164	1	0	1	1	0.1171371
675170	1	55	1	1	0.1431656
675179	1	0	1	1	0.8021464
675257	1	20	1	1	1.4557266
675411	1	95	1	1	0.3452933
675523	1	65	1	1	0.4617431
675536	1	0	1	1	0.3325417
675544	1	60	1	1	0.1320466
675553	1	55	0	3	0.8232321
675821	1	100	1	1	3.4644934
675850	1	90	1	1	0.1950214
675879	3	0	NA	NA	4.4497878
675885	1	15	0	2	0.6676927
675916	1	0	0	2	1.1406812
676269	1	40	1	1	0.4002797
676290	4	0	1	1	0.367704
676382	1	80	1	1	0.0862525
676590	1	0	0	3	3.7533843
676644	1	75	1	1	0.1855803
676669	1	100	1	1	0.7548666
676839	2	0	1	1	2.4873698
677330	1	75	1	1	2.640811
677397	1	80	1	1	0.8561855
677470	1	10	1	1	0.5701618
677476	1	80	1	1	0.3492075
677479	1	50	NA	NA	2.0967441
677500	1	75	1	1	0.130844
677501	1	0	1	1	1.4321176
677513	1	35	1	1	1.7623354
677553	1	5	1	1	0.8025963
677559	3	5	1	1	1.561673
677779	1	80	1	1	0.0735716
678074	1	30	1	1	0.8606894
678122	1	100	1	1	1.2672093
678275	1	0	1	1	0.6561098
678304	1	0	1	1	0.2959772
678383	3	10	0	2	2.8550278
678431	1	20	1	1	0.3091979
678480	1	0	1	1	1.1602992
678783	1	30	1	1	1.5938227
678920	1	5	1	1	0.2126288
678932	2	50	1	1	0.1682372
679074	1	1	1	1	0.8484301
679176	4	100	0	2	5.6320757
679363	1	10	1	1	0.305332
679496	3	0	1	1	0.7606768
679675	2	70	1	1	0.8936326
680168	1	75	0	3	0.2550364
680275	2	30	1	1	0.4827461
680458	3	30	NA	NA	5.6178743
680547	3	0	0	2	0.58723
680585	1	20	1	1	2.1556591
680662	1	85	0	3	0.0893877
680766	1	80	1	1	0.8064236
681508	1	0	0	2	7.2367587
681922	1	70	1	1	4.6614273
681927	1	75	1	1	0.0694215
681950	2	0	0	2	1.5590109
682072	1	90	1	1	0.7105252
682423	3	75	1	1	0.8261613
682639	1	90	1	1	0.8370604
682769	4	65	1	1	0.5594398
682887	1	50	1	1	0.3651822
682893	2	0	1	1	0.6807574
683096	3	40	1	1	1.7423959
683394	3	10	0	2	1.7102746
683423	1	25	1	1	0.2916934
683456	1	2	1	1	1.8795133
683500	1	60	0	2	1.6210468
683546	1	50	1	1	0.3651347
683613	1	50	0	2	1.1913258
683618	1	35	1	1	0.252438
683908	2	50	0	2	0.4417453
683940	1	0	1	1	3.3618019
683965	1	100	1	1	0.1265638
684084	2	0	1	1	4.1688931
684102	1	10	1	1	0.5873488
684107	9	0	1	1	0.0841957
684297	1	100	1	1	7.1701247
684312	2	0	1	1	1.8213967
684334	1	70	1	1	0.5184362
684390	1	92	0	3	0.3605268
684420	1	90	0	3	0.5873602
684569	2	0	1	1	0.1716707
684598	4	0	1	1	3.476629
684629	1	30	1	1	2.0334156
684707	1	50	1	1	1.3786112
684747	1	100	0	3	1.875301
684842	1	0	0	3	0.293629
684897	1	50	1	1	0.0892511
684974	1	0	1	1	0.2685275
684983	1	5	1	1	0.1101823
685156	1	0	0	3	1.7403166
685240	1	10	1	1	0.4252481
685300	1	75	1	1	0.3372811
685422	1	0	1	1	1.5907904
685572	1	60	1	1	0.128742
685591	1	0	1	1	0.113552
685702	1	100	1	1	0.1317049
685770	1	75	1	1	0.1886377
685807	1	0	1	1	0.0917622
685831	2	10	0	3	0.5567011
685844	1	60	0	3	0.2257866
685915	1	5	1	1	0.1417349
686190	3	100	1	1	0.7496651
686278	1	85	1	1	0.2640729
686406	1	100	1	1	0.1283906
686429	1	65	1	1	0.1998869
686464	1	0	1	1	8.3768405
686595	1	50	1	1	0.225175
686674	1	10	1	1	0.4923103
686694	1	60	1	1	0.5890811
686774	1	80	0	3	0.9600928
686900	1	1	1	1	0.062755
686909	1	100	1	1	0.6336513
686950	1	80	1	1	4.2405408
687087	4	25	1	1	0.9279031
687177	3	3	1	4	3.8628987
687210	1	30	1	1	0.6950699
687234	1	10	1	1	0.2018064
687289	3	75	0	2	4.0885003
687424	1	0	1	1	0.2651551
687461	1	5	0	3	0.300098
687497	3	0	0	2	7.8431394
687555	1	50	0	3	0.5692359
687565	4	0	0	3	1.3760356
687904	1	75	0	2	0.5957346
687927	1	0	1	1	0.0831795
688022	4	80	0	2	2.0933824
688280	1	98	1	1	0.5763893
688439	1	10	1	1	0.2584669
688489	4	85	1	1	0.2981628
688518	3	80	1	1	3.5377814
688563	1	100	0	2	4.4320576
688628	2	0	NA	NA	1.0418352
688663	1	30	0	2	8.3768405
688749	1	0	0	2	3.6985173
688843	1	10	0	3	1.9436161
688926	1	0	1	1	0.6248764
689006	1	100	1	1	2.5723396
689031	1	65	1	1	0.3908695
689043	1	0	1	1	0.070811
689074	2	0	1	1	0.2844469
689145	2	0	0	3	1.6197777
689257	1	1	1	1	0.8400138
689447	1	10	1	1	0.346892
689500	1	100	0	2	0.2689714
689547	1	100	NA	NA	3.8797246
689576	4	0	1	1	0.322759
689654	1	65	1	1	0.9689094
689660	1	30	1	1	0.1020516
689751	1	0	1	1	0.1544662
689797	1	20	1	1	1.0301303
689800	4	75	1	1	0.4921697
689816	1	0	1	1	0.1286085
689914	9	100	0	2	8.3768405
690065	1	15	0	3	0.3037283
690094	1	0	1	1	0.1657623
690122	1	100	1	1	0.3640224
690139	1	15	1	1	0.3733469
690323	1	75	1	1	0.7626533
690334	1	50	1	1	0.2223103
690385	1	0	1	1	0.2870808
690413	1	90	1	1	2.2720229
690567	1	20	1	1	1.0590454
690639	1	55	1	1	0.7799831
690640	1	40	0	3	0.3437425
690650	2	0	NA	NA	2.3877719
690653	1	10	1	1	0.1146547
690715	1	90	0	3	0.7365641
690834	1	65	1	1	0.402119
690848	1	100	1	1	0.4392025
690919	4	0	1	1	0.3524916
690993	1	30	1	1	0.2657967
691042	1	100	1	1	0.9772369
691043	2	0	1	1	0.2174237
691056	1	10	1	1	0.2193647
691122	1	25	1	1	0.4475863
691267	1	0	1	1	4.3065536
691468	1	100	1	1	0.5882463
691480	3	0	0	3	8.3768405
691647	1	0	1	1	0.1737778
691726	1	65	1	1	1.0376352
691763	1	60	1	1	0.4569648
691995	1	100	0	3	0.6657505
692016	1	0	1	1	0.1482527
692221	1	100	1	1	0.226054
692383	1	30	1	1	0.2085718
692394	1	50	NA	NA	0.8174387
692468	1	100	1	1	0.1387359
692527	1	0	1	1	0.3819591
692606	1	50	1	1	0.5455252
692611	1	90	0	3	3.1439489
692812	1	25	0	2	0.4760345
692848	1	100	1	1	0.5387062
692871	3	999	1	1	5.6199117
692964	1	100	1	1	3.3536767
692984	3	50	0	2	1.049744
693140	1	50	1	1	0.277429
693152	1	100	1	1	0.8799884
693333	3	15	0	3	0.5219328
693369	1	0	1	1	2.2208874
693522	2	50	1	1	0.1497243
693525	1	0	1	1	0.062755
693555	3	50	0	3	1.7347309
693563	1	40	1	1	0.2503353
693576	1	10	1	1	2.4030287
693648	1	2	1	1	0.6617176
693654	1	70	0	2	8.3768405
693657	2	5	0	2	0.4323532
693702	1	0	0	2	2.2776209
693981	1	90	1	1	1.9116848
694141	1	90	1	1	0.2160512
694394	1	65	1	1	0.0906295
694418	2	0	1	1	1.0358903
694510	1	0	1	1	1.8665031
694528	1	10	1	1	0.9740204
694680	1	0	1	1	0.5310422
694727	3	2	1	1	0.6636588
694769	4	20	1	1	0.5610949
694952	3	0	NA	NA	0.342789
695017	1	75	1	1	1.7200856
695046	1	0	0	3	1.4843269
695229	1	5	NA	NA	0.3946646
695256	1	0	1	1	0.1757659
695314	1	10	1	1	0.6581944
695368	1	85	1	1	0.6143398
695649	1	50	1	1	1.0060658
695685	1	97	1	1	0.5235887
695742	4	0	1	1	0.1240721
695793	1	20	1	1	0.1590511
695859	1	95	1	1	0.4201586
695893	1	90	1	1	0.2993642
695958	1	40	1	1	0.1573461
695981	1	40	1	1	1.1584201
696037	1	50	1	1	0.0813573
696051	1	1	1	1	0.2706118
696056	3	90	1	1	0.2005451
696233	1	79	1	1	1.9840123
696310	1	5	0	3	1.618601
696334	1	75	1	1	0.3265896
696363	1	0	1	1	1.3759106
696445	1	80	1	1	0.2072505
696563	1	70	1	1	0.0797218
696770	1	50	1	1	0.3154761
696998	1	75	1	1	0.2087544
697075	2	0	1	1	0.2023923
697091	1	50	1	1	0.2581932
697361	1	50	1	1	4.4644273
697370	1	45	0	3	0.5398546
697424	1	0	1	1	0.3869056
697516	1	80	1	1	0.6683418
697525	1	85	1	1	0.1066938
697526	1	30	1	1	0.91995
697527	1	10	0	3	0.2247156
697580	1	1	1	1	1.0112035
697595	1	0	1	1	0.9180886
697609	1	95	1	1	0.1882577
697622	1	75	0	3	0.2982478
697647	1	90	1	1	0.1110044
697818	9	0	1	1	0.5978653
697868	1	55	1	1	1.9370009
697870	2	50	1	1	0.2832599
698025	4	0	1	1	0.4207921
698078	1	0	1	1	0.3116064
698141	4	50	0	3	0.9303047
698257	1	90	1	1	0.2622125
698304	1	10	1	1	0.6661035
698363	1	5	1	1	0.0654509
698477	3	60	0	2	3.2976157
698547	1	0	1	1	0.7593837
698713	1	40	1	1	2.6751434
698957	3	100	1	1	0.4572736
698988	1	10	1	1	1.1092738
699014	1	85	1	1	0.062755
699085	2	0	1	1	0.4980799
699266	1	80	1	1	0.062755
699285	1	95	1	1	0.6612546
699458	1	75	1	1	1.4542512
699479	1	75	1	1	0.1077576
699527	1	25	1	1	0.4200163
699679	1	60	0	3	3.4661901
699682	2	0	1	1	0.3273712
699695	4	25	0	3	6.0189653
699716	1	80	1	1	0.8739204
699982	3	40	1	1	0.3809575
700045	1	75	1	1	0.1643173
700157	1	50	1	4	0.6592955
700165	1	100	1	1	0.8361926
700248	1	0	1	1	0.9676663
700475	4	25	NA	NA	0.827564
700827	1	60	1	1	0.6454032
700909	2	50	1	1	0.1497243
701067	1	0	1	1	0.115831
701069	1	0	1	1	0.2018064
701094	1	7	1	1	0.4474963
701125	1	80	1	1	0.627582
701140	1	0	0	2	0.2830661
701173	1	0	NA	NA	0.096437
701349	1	0	0	2	0.1946534
701734	1	1	1	1	0.5328098
701776	1	10	0	3	0.4451786
701804	1	75	0	3	0.2086948
701905	2	33	1	1	1.1838833
702321	2	30	1	1	5.6628049
702342	1	100	1	1	0.6668449
702414	1	0	1	1	0.3369805
702650	1	0	NA	NA	0.1278753
702737	1	20	0	2	1.9575633
702752	2	70	NA	NA	2.245162
702867	3	95	1	1	0.1016236
702872	1	10	1	1	0.082375
702891	1	80	1	1	0.8073195
702902	1	0	0	2	0.3528289
703033	1	30	1	1	0.8774205
703189	4	1	1	1	0.2100114
703244	4	10	1	1	1.3146825
703526	1	80	1	1	0.3065121
703552	1	100	1	1	0.2559261
703590	1	95	1	1	0.8456829
703701	1	40	1	1	1.6992251
703867	1	50	0	2	3.2274893
703882	2	50	1	1	2.9122855
704055	2	0	0	2	8.2000127
704057	4	100	1	1	1.5076639
704064	3	50	NA	NA	7.2379402
704216	9	80	0	3	1.2422739
704268	4	5	0	2	5.859645
704352	1	95	1	1	4.6134004
704600	1	40	1	1	0.5464224
704602	1	10	1	1	0.2996324
704654	3	100	0	2	1.1113389
704965	4	40	1	1	0.9287842
705033	1	100	1	1	0.3328668
705066	1	80	1	1	1.7457241
705069	1	50	0	3	0.6649638
705125	2	0	1	1	1.529469
705345	3	50	0	2	4.5574098
705382	1	35	1	1	2.9038452
705449	1	0	1	1	0.1107408
705453	4	60	0	2	1.3656643
705522	1	0	NA	NA	0.4119342
705563	3	1	1	1	2.2192604
705647	1	60	1	1	6.6229493
705738	3	50	1	1	0.5726566
705775	9	9	NA	NA	0.310923
705843	1	12	1	1	1.7929823
706103	1	5	1	1	0.2132266
706169	1	58	0	2	0.8734614
706179	3	23	0	2	0.833034
706220	1	2	1	1	0.3061026
706347	1	100	1	1	0.2646799
706471	1	100	0	3	0.3852838
706656	4	50	NA	NA	0.343792
706680	1	0	1	1	0.4447086
706841	1	50	1	1	3.1676972
706958	1	79	1	1	1.4688397
706967	1	5	NA	NA	0.7726999
706977	1	0	1	1	0.0952052
707092	1	0	1	1	0.2029362
707103	1	5	0	3	1.2066544
707352	4	50	1	1	5.3298868
707466	1	5	1	1	0.3704099
707559	1	10	NA	NA	0.3693807
707610	1	0	1	1	0.9431364
707619	3	80	NA	NA	0.7908589
707685	1	100	1	1	1.7907344
