QKEY	F_RACETHN_RECRUITMENT	THERMO2_THERMTRUMP_W23	VALIDATED_VOTER_2016_W23	COMPORT_W23	WEIGHT_W23
245863	1	100	1	1	3.5359223
246041	1	55	1	1	0.2426831
246335	2	50	1	1	3.0257502
246537	1	55	1	1	0.1808949
246777	2	75	0	2	0.724423
247321	1	100	1	1	0.71876930000000006
247860	1	100	1	1	1.0553935
247938	1	0	1	1	0.3958192
248029	2	50	1	1	4.1741056
248146	1	40	1	1	0.2087499
248990	4	10	1	1	0.653875
248996	1	45	1	1	0.2670927
249540	1	90	1	1	0.0816276
249947	3	0	1	1	0.0839218
274112	1	90	1	1	1.213334
274171	1	100	1	1	0.3795372
274495	1	90	1	1	0.9498621
274517	1	10	1	1	0.1643748
274630	1	100	1	1	0.5425439
274797	1	0	1	1	0.1411787
274822	1	100	1	1	0.1343712
274825	1	5	1	1	0.8778794
275147	1	70	1	1	0.2586232
275252	1	80	1	1	1.4995886
275824	1	10	1	1	0.8907335
275977	1	0	1	1	0.4850943
276046	1	50	1	1	0.192328
276243	1	100	1	1	0.0798195
276645	3	0	1	4	1.9319247
276798	2	25	1	1	8.3768405
277314	1	80	1	1	0.1676227
277491	1	85	1	1	0.1837236
278114	1	20	1	1	0.4249497
278353	1	70	1	1	0.1880513
279051	1	70	1	1	0.1796462
279114	1	0	1	1	0.6917797
279292	1	80	1	1	0.366288
279595	1	10	1	1	0.1193503
279742	1	0	1	1	0.2150899
279766	1	70	1	1	0.2690201
279894	1	40	1	1	0.4970446
279898	4	50	0	2	2.1196403
280034	2	10	1	1	1.1557971
280165	1	100	1	1	0.062755
280651	1	35	1	1	3.0851931
280823	1	70	1	1	0.2115615
280916	1	100	1	1	0.2249716
281021	1	24	1	1	0.065566
281124	1	0	0	2	0.3443826
281163	1	70	1	1	0.1609709
281276	1	0	1	1	0.3899084
281338	1	70	1	1	0.8709911
281372	1	100	1	1	0.2235808
281516	1	100	1	1	0.1613031
281558	1	5	1	1	0.0891967
281718	1	30	1	1	0.4408454
281929	2	50	1	1	0.7675201
281944	1	90	1	1	0.1712206
281969	1	0	1	1	0.9437329
282091	3	0	1	1	0.3064283
282221	1	0	1	1	0.1197122
282245	1	10	1	1	0.3830166
282337	1	2	1	1	0.5908689
282372	1	0	1	1	0.1232161
282430	4	0	0	2	1.6471342
282561	1	80	1	1	0.1545402
282770	1	40	1	1	1.1963402
283109	1	99	1	1	3.8675688
283820	1	70	1	1	0.306641
283850	4	0	0	2	1.2749099
283898	3	85	1	1	3.4015658
283988	1	60	1	1	0.3314964
284304	1	80	1	1	0.1226401
284378	1	85	1	1	0.0799317
284543	1	95	1	1	2.3844246
285174	1	90	1	1	0.566606
285556	1	100	1	1	1.437165
285944	1	5	1	1	0.164365
285953	1	5	1	1	0.149863
286082	1	50	1	1	1.1938545
286168	1	75	1	1	1.5442478
286197	1	5	1	1	0.1997948
286551	1	60	0	3	0.8599171
286663	3	40	1	1	0.5838298
287086	1	0	1	1	0.545526
287097	1	50	1	1	0.1540145
287191	1	100	1	1	0.7161219
287272	1	0	1	1	0.1219721
287366	1	80	1	1	0.1488113
287463	1	0	1	1	0.1027545
288489	9	75	1	1	0.1535288
288802	1	50	1	1	0.2997017
288869	4	75	1	1	0.1621149
289200	4	40	0	2	0.5992786
289280	3	50	NA	NA	6.185883
289390	1	100	1	1	1.3092143
289477	1	80	1	1	0.1669272
289868	1	0	1	1	0.3528139
290087	1	70	1	1	0.9092503
291033	1	25	1	1	0.08812
291097	1	100	1	1	0.4517321
291347	1	0	1	1	0.2072409
291422	1	0	1	1	0.0750153
291468	1	75	1	1	1.5828786
291504	1	0	1	1	0.1297466
291673	1	0	1	1	0.111566
291696	1	0	NA	NA	0.4118955
292722	1	100	1	1	0.8799884
292724	1	30	1	1	0.1779978
292740	1	75	1	1	0.8735106
292849	1	3	1	1	0.4119175
292854	1	55	1	1	0.1283889
292971	1	80	0	3	0.1365863
293111	1	85	1	1	0.2124894
293203	1	50	1	1	0.7933959
293322	1	20	NA	NA	0.669336
293407	1	50	1	1	0.2623545
293500	4	100	0	3	4.4808407
293747	3	0	0	2	2.35888
293786	1	0	1	1	0.6016633
294176	1	65	1	1	0.2833759
294309	1	0	1	1	0.3886472
294456	2	0	1	1	1.2441296
294717	1	60	1	1	0.1567721
294867	2	0	1	1	0.2606421
294912	1	95	1	1	0.1451916
295064	1	70	1	1	0.2504811
295593	1	0	1	1	0.6629166
295709	2	60	1	1	1.0999203
295809	1	75	1	1	0.4276189
295841	1	80	1	1	0.1768306
295961	1	0	1	1	0.1042249
296049	2	999	0	2	0.4576297
296062	2	0	1	1	1.6153305
296159	1	100	1	1	0.2135748
296460	1	40	1	1	0.1022334
296543	4	10	NA	NA	0.7575813
296850	1	10	1	1	0.1059139
296984	1	0	1	1	0.2587334
297473	1	75	1	1	0.4889578
297554	1	80	1	1	1.4250244
297584	1	89	1	1	2.4710168
297761	4	10	0	3	0.163955
297915	1	0	0	2	0.2806091
297941	1	35	1	1	0.2399632
297972	1	0	1	1	0.1780912
298035	1	80	1	1	0.475562
298053	1	0	1	1	0.2385823
298382	1	0	1	1	0.1590959
298574	1	0	0	3	0.1391706
298722	1	5	1	1	1.0211548
299167	1	0	1	1	0.0782374
299327	1	90	1	1	1.1913776
299517	1	5	1	1	0.4048807
299519	1	100	1	1	0.6767963
299540	2	0	0	2	0.4957745
299715	1	50	1	1	0.6821648
299862	1	85	1	1	0.3478331
300207	1	0	1	1	0.6227257
300234	1	85	NA	NA	1.6863001
300446	2	50	1	1	7.0507099
300536	2	50	1	1	2.4620361
300603	2	0	1	1	0.3499651
300619	1	100	1	1	2.9463541
300660	1	100	1	1	0.2862313
300669	1	0	1	1	0.0762128
300761	1	85	0	3	0.1406509
300955	1	20	1	1	0.1369724
301013	1	90	1	1	1.6165559
301082	1	0	1	1	0.5226209
301126	1	75	1	1	0.1717682
301177	1	80	1	1	0.6529214
301280	1	70	1	1	0.2699615
301613	1	0	1	1	0.0994979
301706	1	70	1	1	0.218056
301981	1	30	1	1	0.3607685
302362	1	75	0	3	3.7396162
302389	1	90	1	1	1.9253274
302693	1	0	1	1	0.6406288
302745	4	75	0	2	1.8764008
302888	4	100	1	1	0.3186575
302919	1	90	1	1	1.5855218
303072	1	55	0	2	0.5506869
303115	1	0	1	1	0.0973213
303338	1	100	1	1	0.1271996
303355	9	75	NA	NA	0.2371897
303646	1	30	0	2	0.7542669
303648	1	25	1	1	0.5329105
303653	1	0	1	1	0.2164064
303834	1	90	1	1	0.1428117
303970	1	60	1	1	0.2029874
303971	1	0	1	1	0.2788349
304119	1	60	1	1	0.1960024
304251	1	75	NA	NA	2.7805505
305076	1	0	1	1	0.6773127
305120	1	0	1	1	0.1432415
305251	1	60	1	1	0.3877812
305315	4	50	1	1	0.3688577
305771	1	100	1	1	0.3577435
305844	1	1	1	1	0.2717593
306057	3	0	1	1	0.2143465
306076	1	35	0	3	0.5189125
306109	1	0	1	1	0.1618498
306115	1	0	1	1	0.8275088
306151	4	0	1	1	1.4684236
306192	1	65	1	1	0.1018329
306295	1	80	1	1	0.2694774
306597	1	30	0	2	0.4847265
307284	1	50	1	1	0.5933125
307317	1	0	1	1	0.1691849
307336	1	25	1	1	0.331997
307537	1	80	1	1	0.4990785
307603	1	10	1	1	0.9094501
307606	1	20	1	1	1.9084412
307688	1	10	1	1	0.4086655
307718	4	30	NA	NA	1.7680031
307885	3	30	1	1	0.6832452
308799	4	100	1	1	0.1713765
308926	1	51	1	1	0.2395119
309053	3	50	0	2	1.017133
309533	1	90	1	1	0.1904214
309958	3	100	1	1	0.2261669
310031	2	0	1	1	0.667637
310104	1	15	0	3	0.8444233
310761	1	50	0	2	8.3768405
310949	1	0	1	1	0.1576186
310985	1	45	1	1	1.0621305
311119	1	90	1	1	0.8183691
311643	1	50	1	1	0.154886
311665	1	50	1	1	0.1653952
311720	1	100	0	3	2.1809371
312148	1	0	1	1	0.3493205
312217	1	20	1	1	0.1653806
312362	1	0	1	1	0.624982
312371	1	0	1	1	0.1742105
312458	3	0	1	1	4.7024541
312934	1	0	1	1	0.089578
313378	1	40	1	1	0.5037343
313832	1	90	1	1	0.2566593
314062	1	75	1	1	0.8024539
314089	1	85	1	1	0.2651798
314255	1	75	0	3	0.4292461
314294	1	80	1	1	0.157732
314393	1	0	1	1	0.1719544
314546	1	65	0	2	1.254605
314670	1	50	1	1	0.1744137
314796	1	40	0	3	0.22972
314835	1	3	1	1	0.2003389
315155	1	40	1	1	0.2794304
315188	1	50	0	3	0.3899241
315194	1	100	1	1	0.2298709
315433	1	90	1	1	0.1073724
315474	2	0	1	1	0.7223195
315670	1	35	0	3	0.1581657
315719	1	0	1	1	0.1337686
316091	1	0	0	3	0.3344645
316256	4	50	NA	NA	0.459923
316726	1	0	1	1	0.5886285
317005	9	100	NA	NA	0.4788694
317442	1	10	1	1	0.0630902
317610	1	0	1	1	0.0725222
317737	1	60	NA	NA	0.8134205
317781	1	65	1	1	0.1502986
318188	1	7	1	1	0.1640764
318269	1	100	0	2	5.2295606
318333	1	40	0	3	0.1652523
318357	1	40	1	1	0.0955921
318542	1	75	1	1	0.8238295
318653	1	20	1	1	0.3497477
318658	1	0	1	1	0.5503031
318711	2	10	1	1	0.9012469
318742	2	50	1	1	0.4702431
318997	1	10	1	1	0.0832523
319055	1	75	1	1	0.1063406
319198	1	5	1	1	1.8782589
319246	1	85	1	1	2.1314047
319382	1	0	1	1	0.2059292
319402	4	75	1	1	1.304496
319823	1	51	1	1	8.3768405
319896	1	70	1	1	0.1681565
320640	1	0	1	1	0.2596619
320679	1	50	1	1	0.4041627
320721	1	75	1	1	0.1330647
320909	1	46	1	1	0.1450135
321025	1	75	1	1	1.19259
321478	1	50	0	2	0.4721061
321582	1	0	1	1	0.4400065
321679	1	85	1	1	3.6203447
321697	1	98	1	1	0.1471869
321860	2	75	1	1	0.2714284
322241	1	80	1	1	0.754008
322585	1	10	1	1	0.2443332
322897	3	0	1	1	0.7552567
322957	1	100	1	1	0.5726717
323087	1	55	1	1	0.1798224
323222	1	12	1	1	0.1953361
323398	1	5	1	1	0.1004327
323454	1	0	1	1	0.533622
323456	1	60	0	3	0.062755
323595	1	50	0	2	2.0059557
323647	1	60	1	1	0.1190988
323743	1	65	0	2	0.5189905
323770	1	100	1	1	0.181785
323885	1	50	1	1	0.2910524
324127	1	2	1	1	0.1353001
324338	1	0	1	1	0.4559171
324354	1	100	1	1	5.2856952
324600	1	75	1	1	0.7070496
324808	1	90	1	1	0.3373712
324837	4	7	0	3	0.3417716
324919	1	80	1	1	1.3393713
324920	1	15	1	1	0.3373067
324930	1	35	1	1	0.3389028
325637	1	80	NA	NA	1.5139243
325708	1	0	1	1	0.7655926
326182	1	5	0	3	0.9504302
326306	4	20	NA	NA	2.1794124
326698	1	70	1	1	1.2085429
326804	1	50	1	1	0.3456891
326954	1	1	1	1	0.0677417
326974	2	25	1	1	0.865213
327047	1	80	1	1	1.5390967
327074	1	0	1	1	0.2139142
327082	1	0	1	1	0.4041751
327538	1	0	1	1	0.6048382
327663	1	100	1	1	1.6647829
327776	1	20	1	1	2.3142517
328024	4	65	1	1	0.1410985
328110	1	30	1	1	0.8366135
328603	1	0	1	1	0.2299282
328696	3	50	1	1	0.3033965
329307	1	75	1	1	0.3191663
329336	1	85	1	1	0.2649358
329404	1	40	1	1	0.1642685
329545	1	80	1	1	0.745314
329573	1	0	0	3	0.1118137
329591	1	0	1	1	0.9020597
329699	1	0	1	1	0.0902171
329777	1	100	0	3	3.3899843
329841	1	90	1	1	0.1185336
329845	1	50	1	1	1.0220556
329922	1	85	1	1	0.386213
330324	3	75	1	1	0.5703854
330965	1	0	1	1	0.2077797
331115	1	40	1	1	0.1853903
331946	1	80	1	1	6.6660799
332473	1	30	1	1	0.0886381
332823	1	85	1	1	0.1809726
333056	3	50	1	1	0.4523342
333245	1	75	1	1	0.3045026
333286	1	10	NA	NA	0.2212746
333397	1	100	0	3	0.443947
333476	2	50	1	1	0.5072583
333639	1	50	1	1	0.2668997
333945	1	50	1	1	0.2715974
334332	1	60	1	1	0.2745459
334397	1	0	1	1	0.2972096
334486	1	40	1	1	0.2003238
334718	1	999	1	1	3.302188
334917	1	5	NA	NA	0.1853809
335164	1	5	1	1	0.1764233
335417	1	75	1	1	0.2037466
335826	4	0	1	1	0.2378195
335943	1	0	1	1	0.509397
336210	2	50	1	1	2.3704831
336285	1	20	1	1	0.1051104
336522	1	0	1	1	0.1114602
336747	1	50	1	1	0.1052765
336840	1	100	1	1	0.6811748
336843	2	30	1	1	0.2596353
337437	1	50	1	1	0.3008788
337758	1	75	1	1	8.3768405
337845	1	10	1	1	0.2478059
337896	1	0	1	1	0.3716932
337912	1	85	1	1	1.8053869
338423	1	0	1	1	0.1157477
338874	1	100	1	1	0.1026758
339176	1	0	1	1	0.2150749
339183	1	90	1	1	0.5844775
339227	1	50	0	2	3.4554949
339511	1	0	1	1	0.0669987
339573	3	75	1	1	1.0057705
339984	1	40	0	2	0.5202131
340705	1	0	1	1	0.4352609
340793	1	75	1	1	0.2259544
340808	1	0	1	1	0.1649605
340836	1	25	1	1	0.1435405
341094	1	99	1	1	0.4326613
341538	2	10	1	1	0.1445359
341801	1	0	NA	NA	0.2910356
341818	1	1	1	1	0.083754
342227	1	90	0	3	0.1622335
342968	1	90	NA	NA	0.3828401
343478	1	0	0	3	0.1022108
343597	1	30	0	3	0.1323331
343831	1	60	1	1	0.1489394
344794	1	1	1	1	0.0991349
345029	1	0	1	1	0.8327826
345191	1	95	1	1	0.2503957
345438	1	999	1	1	0.8676306
345636	1	65	1	1	0.62141
347425	1	0	1	1	0.2534634
347922	1	80	1	1	0.1529331
347957	1	0	1	1	0.1477923
348665	1	30	1	1	0.2495762
350144	1	75	1	1	0.4753627
351017	1	90	1	1	0.4198015
351329	1	40	1	1	0.144952
353200	4	30	1	1	0.1669809
600059	1	90	1	1	1.291699
600064	1	10	1	1	0.0900195
600087	1	80	1	1	0.1388416
600096	1	25	1	1	0.8684911
600116	1	10	1	1	0.4372154
600157	1	0	1	1	1.5640022
600204	1	100	1	1	3.1943953
600221	2	50	1	1	1.0094013
600226	1	100	1	1	0.4756948
600304	1	100	1	1	0.4089407
600312	3	0	1	1	0.6466918
600325	2	50	1	1	1.8754525
600426	1	70	1	1	0.4378482
600603	1	50	0	2	8.3768405
600604	1	80	1	1	1.9350841
600689	1	75	1	1	0.2909234
600775	2	0	1	1	0.6938612
600781	3	0	1	1	0.8885136
600794	3	85	0	2	0.2638734
600822	2	20	0	2	1.0262894
600848	1	75	1	1	0.5010542
600905	1	40	1	1	0.0711504
601265	1	99	1	1	0.3898834
601359	1	35	NA	NA	1.6895955
601394	1	0	0	3	8.3768405
601493	1	20	1	1	0.5259112
601538	3	0	NA	NA	2.6873149
601608	4	20	1	1	1.5706929
601648	1	100	1	1	2.4013253
601754	3	50	0	2	0.787903
601983	3	5	NA	NA	0.8527552
602235	1	80	1	1	0.2117665
602360	4	90	1	1	0.7365093
602366	1	90	0	3	0.1439238
602455	1	30	1	1	0.2547604
602502	1	50	0	3	0.6976022
602725	1	45	1	1	0.1088263
602745	1	85	1	1	2.7371428
602921	1	5	1	1	0.1583005
603000	1	40	1	1	0.7266856
603148	3	0	NA	NA	8.3768405
603239	1	70	1	1	0.5886966
603410	1	15	1	1	1.1443111
603460	1	10	1	1	0.1015791
603473	1	55	1	1	0.1043048
603476	1	60	1	1	0.4702033
603552	1	60	1	1	2.9276496
603590	4	96	1	1	4.6607338
603607	2	50	1	1	0.4348352
603636	1	2	1	1	0.4864243
603718	2	11	0	3	0.5882117
603763	1	50	NA	NA	0.885157
603769	4	65	0	3	1.179823
604010	1	0	1	1	0.1583005
604068	3	50	0	3	8.3768405
604090	1	15	1	1	0.6599646
604146	4	0	NA	NA	0.796885
604188	4	50	1	4	4.009924
604264	1	0	1	1	0.5575356
604312	3	0	0	3	2.1334973
604534	1	0	1	1	0.5715251
604539	1	100	1	1	0.419966
604550	1	90	1	1	0.1353283
604576	3	10	NA	NA	1.5001761
604631	1	85	1	1	0.3512076
604682	1	100	1	1	0.7726228
604718	2	0	1	1	1.0015707
604753	3	50	0	2	7.7923679
604819	1	50	1	1	2.2286462
604931	1	50	1	1	0.0977822
604983	1	90	1	1	1.2817205
605095	1	96	1	1	1.7945902
605305	1	95	1	1	2.9810784
605365	1	65	1	1	2.5780915
605493	4	0	1	1	0.9360759
605610	3	85	1	1	0.1645686
605785	1	20	1	1	0.3311172
605983	1	50	1	1	2.0047034
606041	1	10	1	1	0.1519478
606171	3	0	1	1	4.940413
606210	2	50	1	1	0.7923053
606423	1	0	1	1	0.4255207
606454	1	60	1	1	0.2500493
606543	1	0	0	3	0.2828839
606681	2	0	1	1	0.849684
606761	1	90	1	1	0.3189832
606763	1	70	1	1	0.2259999
606764	1	75	1	1	0.1562909
606777	4	0	1	1	0.0863219
606894	3	50	NA	NA	0.7389355
606972	1	50	1	1	0.730387
607008	1	50	1	1	0.7332591
607030	1	85	1	1	0.6941083
607034	2	25	1	1	0.6889942
607048	1	50	1	1	0.6415718
607123	1	45	NA	NA	0.1664325
607150	1	50	1	1	0.3074975
607158	4	100	1	1	0.8287104
607173	4	25	1	1	0.8841886
607371	3	0	1	1	2.4172235
607375	1	0	1	1	0.0759738
607416	2	50	1	4	0.6431634
607419	1	1	1	1	0.0685283
607425	1	50	0	3	1.8814288
607651	1	50	1	1	0.4852779
607694	3	0	1	1	3.9129025
608020	1	20	1	1	0.31026
608035	1	100	1	1	0.1301551
608090	2	0	0	3	2.788412
608170	1	0	1	1	0.1629578
608423	1	0	1	1	0.2365277
608471	1	80	1	1	0.1627123
608491	2	0	0	2	1.7686424
608523	1	95	1	1	0.6273614
608766	1	75	0	2	0.5080904
608841	1	50	1	1	0.7957753
608913	2	0	0	3	8.2224387
608938	1	75	1	1	0.2674826
608960	1	10	1	1	0.6928779
608988	9	25	1	1	0.2714659
609067	2	50	1	1	3.8092671
609188	1	1	1	1	0.0655664
609226	2	0	0	2	0.847548
609379	1	60	1	1	1.0970942
609423	1	100	1	1	0.3632075
609483	1	0	1	1	0.0677933
609695	1	40	1	1	0.6019892
610032	1	10	1	1	2.3782813
610035	3	25	0	3	0.6953763
610190	3	70	1	1	0.2014921
610209	1	0	1	1	0.2003692
610217	1	65	1	1	0.3821767
610276	1	0	1	1	0.1940593
610281	1	50	1	1	1.0684955
610307	1	0	1	1	0.3025948
610318	1	100	NA	NA	1.5269048
610480	1	90	1	1	0.1113619
610579	3	0	0	3	1.6824566
610582	1	0	1	1	0.3801963
610638	4	85	1	1	0.1579542
610773	3	25	0	2	8.3768405
610786	4	40	1	1	0.4546901
610791	3	100	1	1	0.1337574
610814	2	30	1	1	1.2523847
610816	1	0	1	1	0.4818561
610888	1	100	0	2	8.3768405
610897	1	25	0	3	0.0801961
610938	1	0	1	1	5.1037892
611089	1	0	1	1	0.1174258
611152	3	10	0	2	0.2256998
611360	1	80	1	1	0.1461935
611382	1	10	1	1	0.5037405
611482	1	1	1	1	0.1023837
611618	4	40	1	1	3.3757508
611707	1	50	1	1	0.2101191
611890	2	50	0	2	0.5593905
612133	2	0	1	1	0.3462177
612280	1	100	1	1	0.077452
612332	1	45	1	1	1.0227276
612401	1	40	1	1	1.4258699
612461	1	70	1	1	2.2381405
612467	3	0	0	3	1.3247082
612650	1	0	1	1	8.3768405
612674	1	50	1	1	0.269752
612705	1	80	0	2	8.3768405
612871	2	0	1	1	0.9849799
612889	1	100	1	1	0.0637301
612905	1	10	1	1	0.8129144
612923	1	25	1	1	0.809253
613053	1	10	1	1	2.3287054
613070	1	95	1	1	0.15284
613156	1	50	1	4	0.4102813
613169	1	0	1	1	0.1327567
613194	1	30	1	1	0.2823789
613225	1	50	NA	NA	0.8456575
613259	2	45	NA	NA	6.091022
613269	1	90	1	1	0.1638152
613271	1	75	0	3	0.6710988
613323	4	999	0	2	1.8604334
613373	1	25	1	1	5.1319422
613513	1	95	1	1	0.2965602
613750	1	100	1	1	0.4018365
613751	1	85	1	1	0.2668863
613760	1	50	1	1	1.656413
613769	1	0	0	2	0.6636694
613816	1	65	1	1	1.3361578
613892	1	51	1	1	0.8383586
613898	1	50	1	1	0.129023
613986	1	60	1	1	0.2997677
614200	4	100	NA	NA	8.3768405
614264	1	50	1	1	1.2170436
614281	4	100	0	3	0.3255875
614321	1	0	1	1	0.062755
614417	1	15	1	1	0.3471191
614469	1	25	1	1	0.2005253
614506	1	70	1	1	1.7198512
614596	1	0	1	1	0.4957049
614833	1	50	1	1	0.0961407
614875	1	95	1	1	0.502704
614885	2	0	1	1	1.2621973
614926	1	40	1	1	2.8435391
614974	1	60	1	1	0.7226069
615074	1	0	1	1	0.2026796
615111	4	0	1	1	0.5952759
615140	2	50	0	2	3.9284133
615450	1	50	0	2	0.3070678
615641	1	90	1	1	0.2612121
615714	1	0	1	1	3.1725185
615814	3	95	1	1	0.1407113
615859	1	50	1	1	0.8032262
615908	2	25	1	1	0.0664195
616019	1	20	0	3	0.4394244
616040	1	5	NA	NA	0.9846264
616088	1	20	0	3	0.357848
616240	2	1	0	3	0.1648971
616405	1	15	1	1	0.0947957
616412	1	50	1	1	0.752894
616473	9	0	0	2	0.5052063
616524	1	12	1	1	2.8085856
616589	1	0	1	1	0.4108909
616664	1	40	1	1	0.3336365
616726	1	75	0	2	0.9935763
616800	3	100	1	1	0.1307746
616849	1	0	1	1	0.2158635
616855	1	65	1	1	0.1695554
616924	1	80	1	1	0.1192994
616985	3	25	1	1	0.0920667
617060	1	40	1	1	4.5856491
617159	1	100	1	1	0.329724
617222	1	75	1	1	0.1804005
617326	1	75	1	1	0.6705661
617352	1	100	1	1	0.9064285
617371	1	50	0	2	0.5399745
617462	1	20	1	1	0.7001927
617719	3	0	0	3	0.7290088
617761	1	10	1	1	0.254005
617792	1	0	1	1	3.4881282
617799	1	20	1	1	0.3172643
617876	1	0	1	1	2.3384779
617915	1	0	1	1	1.7012239
617960	1	50	0	2	0.6216014
618105	1	0	0	2	5.2789729
618145	1	999	1	4	1.1780492
618252	1	60	1	1	0.2866001
618253	1	10	1	1	0.1026266
618317	1	100	0	2	2.6921971
618377	1	100	1	1	0.1985252
618556	1	60	0	3	1.2290574
618579	1	0	1	1	0.2196525
618581	1	0	1	1	0.0960694
618612	1	0	1	1	0.2721836
618613	1	1	1	1	0.1396654
618766	1	999	1	1	1.579235
618903	1	70	0	2	2.2732471
619157	1	72	1	1	0.1046803
619244	2	0	1	1	3.3357426
619248	1	50	0	3	1.9199355
619256	1	100	1	1	0.2355603
619330	3	100	1	1	0.2439232
619440	1	0	1	1	0.4622056
619452	1	2	1	1	0.1165012
619741	1	40	1	1	0.4216996
619791	3	0	1	1	2.3709552
619803	2	20	1	1	1.0681883
619810	1	65	1	1	2.1850352
619874	1	10	1	1	1.302278
620183	1	50	0	2	4.1670838
620519	3	50	0	2	8.3768405
620571	1	80	1	1	1.508746
620581	1	0	1	1	0.2135178
620720	1	5	1	1	0.1285972
620788	1	100	1	1	1.6457682
620897	1	0	1	1	1.0005487
620937	1	0	1	1	0.1640831
621140	1	0	0	2	0.3258968
621440	2	50	1	1	1.8887968
621474	1	100	1	1	0.8630672
621821	1	50	0	3	0.580277
621834	1	40	1	1	0.1499071
621869	1	10	1	1	0.8493683
622063	3	80	0	2	0.2316123
622293	1	999	1	1	0.5384323
622345	1	1	1	1	1.220274
622350	1	1	1	1	0.4293387
622405	1	0	1	1	1.7810523
622416	3	5	1	1	0.7606849
622422	1	70	1	1	3.7791827
622469	1	0	1	1	1.9074137
622550	1	75	1	1	0.2737322
622736	1	0	1	1	0.2276931
622762	1	0	0	3	0.2735956
622765	1	100	1	1	0.5624004
622962	1	15	1	1	0.9478059
622978	1	0	1	1	0.8168352
623161	1	100	1	1	0.5901087
623183	1	0	1	1	0.3696285
623194	3	50	0	2	2.822023
623239	1	0	1	1	0.0942406
623304	1	35	1	1	0.4094749
623503	1	30	1	1	0.1633558
623590	3	0	1	1	1.2685682
623624	1	85	1	1	0.062755
623650	1	50	1	1	2.6870687
623673	1	0	1	1	2.5994972
623703	1	75	1	1	2.283842
623716	1	0	1	1	0.4297026
623757	1	0	1	1	0.3470895
623762	1	35	1	1	0.5425134
623771	1	100	1	1	8.3768405
623809	1	0	0	2	0.7791307
624476	2	0	1	1	0.3571889
624479	2	50	0	2	7.3943361
624574	3	30	1	1	0.1151058
624621	1	0	1	1	0.2861794
624681	1	5	1	1	0.8208829
624754	1	0	1	1	0.1676245
624819	1	50	0	2	1.3174419
624829	3	0	0	2	3.4078346
624877	1	75	1	1	0.3260707
625088	1	100	0	3	1.5499949
625291	1	1	0	3	1.4425331
625357	1	0	1	1	0.2593411
625412	3	0	0	3	0.212279
625455	1	100	0	3	0.3018162
625498	1	0	NA	NA	0.4421818
625560	1	30	NA	NA	0.2908944
625640	1	100	1	1	2.3345712
625783	1	98	1	1	1.200084
625927	1	0	1	1	1.3157333
625940	1	0	1	1	0.1836015
626046	1	0	1	1	0.2475474
626152	1	0	0	3	0.9454459
626204	1	50	1	1	1.6973494
626283	1	75	1	1	1.7986307
626287	1	30	1	1	0.930647
626293	3	0	1	1	0.9356663
626361	1	10	1	1	0.4077767
626422	2	0	NA	NA	0.2478484
626423	1	0	1	1	2.0291388
626723	1	60	1	1	2.3761139
626763	3	0	1	1	3.9121878
626916	3	20	1	1	0.113575
626931	1	50	1	1	1.5852324
626973	1	0	0	2	1.0641938
627004	1	10	1	1	0.062755
627171	1	0	0	2	1.1321404
627213	1	40	1	1	0.4783027
627600	4	90	0	2	0.6054757
627791	3	0	NA	NA	0.3894307
627833	4	10	0	2	0.4593704
627838	1	80	1	1	0.1506428
627878	1	70	1	1	0.062755
627941	1	25	0	2	0.4978409
627960	9	100	NA	NA	0.3047572
627963	1	15	1	1	0.4505598
628033	1	75	1	1	0.6773548
628297	2	10	1	1	0.6006296
628347	1	5	1	1	0.2697116
628366	1	75	1	1	1.6891603
628369	1	10	1	1	0.590564
628412	1	0	1	1	1.0353168
628500	1	80	1	1	0.9668173
628867	1	0	1	1	0.5349475
628991	9	100	1	1	3.0679094
629018	1	3	1	1	0.2791166
629090	1	999	0	2	8.3768405
629131	3	0	1	1	0.575347
629168	1	80	1	1	0.2232463
629305	1	10	0	2	0.4772499
629967	1	100	0	2	0.3441178
630082	1	0	1	1	0.0885332
630169	1	67	0	2	8.3768405
630170	1	0	NA	NA	0.1647855
630181	1	30	1	1	0.3374726
630394	1	90	1	1	1.0084713
630481	1	0	0	3	0.7404593
630595	1	0	1	1	0.5459996
630622	1	0	0	3	0.5367477
630758	1	10	1	1	0.1686559
630914	1	100	0	2	6.2187334
631050	1	100	1	1	0.628508
631134	1	0	1	1	0.8568604
631155	1	20	1	1	0.251875
631365	1	25	NA	NA	8.3768405
631481	2	0	1	1	4.1771111
631559	1	40	1	1	0.3402818
631689	1	70	1	1	0.0696694
631987	1	0	1	1	0.0647469
632112	1	45	1	1	1.2740105
632232	1	60	1	1	0.1763396
632259	1	75	1	1	0.1861689
632489	1	10	1	1	0.4527614
632553	1	0	NA	NA	0.6515467
632744	4	50	0	2	3.9528554
632751	2	0	NA	NA	0.3789591
632811	1	10	1	1	0.2509543
632956	1	10	0	3	2.3613785
633013	1	40	1	1	3.0386388
633028	1	80	1	1	0.3064548
633030	1	0	1	1	0.1786641
633032	1	85	1	1	0.3726254
633209	1	80	1	1	0.2427878
633392	1	40	0	2	3.795149
633508	1	70	NA	NA	1.8735728
633591	3	90	1	1	3.6222567
633665	2	999	0	3	8.3768405
633721	1	20	1	1	0.4854107
633723	4	20	1	1	0.4391361
634161	1	60	1	1	0.4024066
634738	1	75	1	1	0.4507026
